Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing & Services Rank,Barriers to Housing & Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
S10 4PB,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4PE,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4PH,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4PN,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4PR,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4PU,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4PY,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4QA,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4QD,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4QF,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4QH,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4QN,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4QR,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4QU,Terminated,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4QX,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4QZ,Live,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4WA,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4WW,Terminated,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4WX,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4WY,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4WZ,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4XD,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4XW,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4XX,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4XY,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4XZ,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4YA,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4YB,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4YD,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4YE,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4YF,Terminated,E01007957,Sheffield 041C E01007957,32816,10,32638,10,0.017,32398,10,0.024,32225,10,29238,9,31813,10,26337,9,30769,10,32568,10,0.014,32030,10,0.037
S10 4YG,Terminated,E01007957,Sheffield 041C E01007957,32816,10,32638,10,0.017,32398,10,0.024,32225,10,29238,9,31813,10,26337,9,30769,10,32568,10,0.014,32030,10,0.037
S10 4YH,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4YJ,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4YL,Terminated,E01007957,Sheffield 041C E01007957,32816,10,32638,10,0.017,32398,10,0.024,32225,10,29238,9,31813,10,26337,9,30769,10,32568,10,0.014,32030,10,0.037
S10 4YN,Terminated,E01007957,Sheffield 041C E01007957,32816,10,32638,10,0.017,32398,10,0.024,32225,10,29238,9,31813,10,26337,9,30769,10,32568,10,0.014,32030,10,0.037
S10 4YP,Terminated,E01007957,Sheffield 041C E01007957,32816,10,32638,10,0.017,32398,10,0.024,32225,10,29238,9,31813,10,26337,9,30769,10,32568,10,0.014,32030,10,0.037
S10 4YQ,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4YR,Terminated,E01007957,Sheffield 041C E01007957,32816,10,32638,10,0.017,32398,10,0.024,32225,10,29238,9,31813,10,26337,9,30769,10,32568,10,0.014,32030,10,0.037
S10 4YS,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4YT,Terminated,E01007957,Sheffield 041C E01007957,32816,10,32638,10,0.017,32398,10,0.024,32225,10,29238,9,31813,10,26337,9,30769,10,32568,10,0.014,32030,10,0.037
S10 4YU,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4YW,Terminated,E01007957,Sheffield 041C E01007957,32816,10,32638,10,0.017,32398,10,0.024,32225,10,29238,9,31813,10,26337,9,30769,10,32568,10,0.014,32030,10,0.037
S10 4YX,Terminated,E01007957,Sheffield 041C E01007957,32816,10,32638,10,0.017,32398,10,0.024,32225,10,29238,9,31813,10,26337,9,30769,10,32568,10,0.014,32030,10,0.037
S10 4YY,Terminated,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4YZ,Terminated,E01007956,Sheffield 041B E01007956,29398,9,29710,10,0.041,30029,10,0.041,32346,10,29751,10,20206,7,8043,3,25502,8,28242,9,0.052,30616,10,0.051
S10 4ZA,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 4ZW,Terminated,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5AA,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5AE,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5AY,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5BA,Live,E01007867,Sheffield 030B E01007867,21794,7,29487,9,0.043,31903,10,0.03,29117,9,15426,5,16744,6,5684,2,5755,2,23749,8,0.081,8498,3,0.248
S10 5BB,Live,E01007867,Sheffield 030B E01007867,21794,7,29487,9,0.043,31903,10,0.03,29117,9,15426,5,16744,6,5684,2,5755,2,23749,8,0.081,8498,3,0.248
S10 5BD,Live,E01007867,Sheffield 030B E01007867,21794,7,29487,9,0.043,31903,10,0.03,29117,9,15426,5,16744,6,5684,2,5755,2,23749,8,0.081,8498,3,0.248
S10 5BE,Live,E01007867,Sheffield 030B E01007867,21794,7,29487,9,0.043,31903,10,0.03,29117,9,15426,5,16744,6,5684,2,5755,2,23749,8,0.081,8498,3,0.248
S10 5BF,Terminated,E01007954,Sheffield 033C E01007954,32386,10,32035,10,0.026,30875,10,0.036,31916,10,26328,9,28187,9,30938,10,21734,7,32312,10,0.019,29976,10,0.055
S10 5BG,Terminated,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 5BH,Live,E01007867,Sheffield 030B E01007867,21794,7,29487,9,0.043,31903,10,0.03,29117,9,15426,5,16744,6,5684,2,5755,2,23749,8,0.081,8498,3,0.248
S10 5BJ,Live,E01007867,Sheffield 030B E01007867,21794,7,29487,9,0.043,31903,10,0.03,29117,9,15426,5,16744,6,5684,2,5755,2,23749,8,0.081,8498,3,0.248
S10 5BL,Live,E01007867,Sheffield 030B E01007867,21794,7,29487,9,0.043,31903,10,0.03,29117,9,15426,5,16744,6,5684,2,5755,2,23749,8,0.081,8498,3,0.248
S10 5BN,Live,E01007867,Sheffield 030B E01007867,21794,7,29487,9,0.043,31903,10,0.03,29117,9,15426,5,16744,6,5684,2,5755,2,23749,8,0.081,8498,3,0.248
S10 5BP,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5BQ,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5BR,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5BS,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5BT,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5BU,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5BW,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5BX,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5BY,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5BZ,Live,E01007867,Sheffield 030B E01007867,21794,7,29487,9,0.043,31903,10,0.03,29117,9,15426,5,16744,6,5684,2,5755,2,23749,8,0.081,8498,3,0.248
S10 5DA,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 5DB,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5DD,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5DE,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5DF,Live,E01007859,Sheffield 036A E01007859,21677,7,32160,10,0.025,32794,10,0.011,32262,10,25783,8,19645,6,3153,1,2309,1,19476,6,0.115,28359,9,0.066
S10 5DG,Terminated,E01007859,Sheffield 036A E01007859,21677,7,32160,10,0.025,32794,10,0.011,32262,10,25783,8,19645,6,3153,1,2309,1,19476,6,0.115,28359,9,0.066
S10 5DH,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5DJ,Live,E01007859,Sheffield 036A E01007859,21677,7,32160,10,0.025,32794,10,0.011,32262,10,25783,8,19645,6,3153,1,2309,1,19476,6,0.115,28359,9,0.066
S10 5DL,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5DN,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5DP,Live,E01007862,Sheffield 038C E01007862,27610,9,32844,10,0.005,32842,10,0.004,31469,10,31286,10,30417,10,1271,1,25886,8,32600,10,0.013,31926,10,0.038
S10 5DQ,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5DR,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5DS,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5DT,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5DU,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5DW,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5DX,Terminated,E01007859,Sheffield 036A E01007859,21677,7,32160,10,0.025,32794,10,0.011,32262,10,25783,8,19645,6,3153,1,2309,1,19476,6,0.115,28359,9,0.066
S10 5DY,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5DZ,Terminated,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5EA,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5EB,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5ED,Live,E01007867,Sheffield 030B E01007867,21794,7,29487,9,0.043,31903,10,0.03,29117,9,15426,5,16744,6,5684,2,5755,2,23749,8,0.081,8498,3,0.248
S10 5FA,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5FB,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5FD,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5FE,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5FF,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 5FG,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5FH,Live,E01007868,Sheffield 030C E01007868,23177,8,23277,8,0.071,29053,9,0.045,32508,10,10328,4,18012,6,17831,6,10431,4,32481,10,0.016,13227,5,0.184
S10 5FJ,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 5FL,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 5FN,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5FP,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5FQ,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5FR,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5FS,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5FT,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5FU,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5FW,Live,E01007962,Sheffield 029C E01007962,19414,6,18985,6,0.096,21465,7,0.074,29861,10,6414,2,22422,7,17822,6,12795,4,20396,7,0.108,8096,3,0.255
S10 5FX,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5FY,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5FZ,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5GA,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5GB,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5GD,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5GF,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5GG,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5GH,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5GJ,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5GL,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5GN,Terminated,E01007860,Sheffield 036B E01007860,21950,7,28318,9,0.048,28002,9,0.049,31733,10,15902,5,13012,4,8884,3,6626,3,28256,9,0.052,21061,7,0.111
S10 5GP,Terminated,E01008109,Sheffield 042B E01008109,6391,2,7668,3,0.211,12183,4,0.123,9981,4,8340,3,1541,1,9350,3,1998,1,7547,3,0.282,1168,1,0.469
S10 5GZ,Terminated,E01008109,Sheffield 042B E01008109,6391,2,7668,3,0.211,12183,4,0.123,9981,4,8340,3,1541,1,9350,3,1998,1,7547,3,0.282,1168,1,0.469
S10 5NA,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5NB,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5ND,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5NE,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5NF,Live,E01007954,Sheffield 033C E01007954,32386,10,32035,10,0.026,30875,10,0.036,31916,10,26328,9,28187,9,30938,10,21734,7,32312,10,0.019,29976,10,0.055
S10 5NG,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5NH,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5NJ,Live,E01007951,Sheffield 029A E01007951,28043,9,24846,8,0.064,27049,9,0.053,27327,9,21407,7,22323,7,30519,10,14651,5,24781,8,0.074,19577,6,0.122
S10 5NL,Live,E01007954,Sheffield 033C E01007954,32386,10,32035,10,0.026,30875,10,0.036,31916,10,26328,9,28187,9,30938,10,21734,7,32312,10,0.019,29976,10,0.055
S10 5NN,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5NP,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5NQ,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5NR,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5NS,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5NT,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5NU,Live,E01007961,Sheffield 033D E01007961,31007,10,28972,9,0.045,30038,10,0.041,29974,10,27485,9,15124,5,31378,10,24168,8,28508,9,0.05,24644,8,0.088
S10 5NW,Live,E01007952,Sheffield 033A E01007952,32308,10,31459,10,0.031,29225,9,0.044,32468,10,27338,9,31202,10,22469,7,27771,9,32090,10,0.022,32127,10,0.035
